Date,Colony#,Colony,Sym.State,Tile#,Frag#,B.TAG,TANK.ID,Treat.ID,Sump,Temperature,Plastic,Light,Food,Mass,Day,Days.In.Treatment
08/06/2021,38,A21,APO,90,3,G9868,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.093,Initial,22
08/06/2021,38,A21,APO,91,4,G9669,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.433,Initial,22
08/06/2021,38,A21,APO,92,5,G7673,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.252,Initial,22
08/06/2021,38,A21,APO,93,6,G9877,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.137,Initial,22
08/06/2021,38,A21,APO,94,7,O1962,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.042,Initial,22
08/06/2021,39,A22,APO,95,1,O6968,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.255,Initial,22
08/06/2021,39,A22,APO,89,3,B3366,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.266,Initial,22
08/06/2021,39,A22,APO,90,4,G9116,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.281,Initial,22
08/06/2021,39,A22,APO,91,5,G8965,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.24,Initial,22
08/06/2021,40,A23,APO,92,1,G7472,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.453,Initial,22
08/06/2021,40,A23,APO,93,2,G4161,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.194,Initial,22
08/06/2021,40,A23,APO,94,3,O9659,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.217,Initial,22
08/06/2021,41,A24,APO,95,1,O6566,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.261,Initial,22
08/31/2021,52,A25,APO,76,1,O97,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.225,Initial,22
08/03/2021,11,A4,APO,31,7,W3,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.175,Initial,22
08/03/2021,12,A5,APO,31,3,W4,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.286,Initial,22
08/04/2021,12,A5,APO,31,11,W5,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.209,Initial,22
08/04/2021,12,A5,APO,31,19,W7,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.195,Initial,22
08/04/2021,14,A7,APO,31,3,W8,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.257,Initial,22
08/05/2021,4,M1,SYM,72,9,O76,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.08,Initial,22
08/05/2021,29,S14,SYM,65,1,O33,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.132,Initial,22
08/05/2021,29,S14,SYM,66,2,O38,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.149,Initial,22
08/05/2021,29,S14,SYM,67,3,O43,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.182,Initial,22
08/05/2021,29,S14,SYM,68,4,O48,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.297,Initial,22
08/05/2021,29,S14,SYM,69,5,O53,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.231,Initial,22
08/05/2021,29,S14,SYM,70,6,O58,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.337,Initial,22
08/05/2021,29,S14,SYM,71,7,O70,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.173,Initial,22
08/05/2021,29,S14,SYM,72,8,O64,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.076,Initial,22
08/05/2021,29,S14,SYM,65,9,O34,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.274,Initial,22
08/05/2021,29,S14,SYM,66,10,O39,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.302,Initial,22
08/05/2021,29,S14,SYM,68,12,O49,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.11,Initial,22
08/05/2021,29,S14,SYM,69,13,O54,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.492,Initial,22
08/05/2021,29,S14,SYM,70,14,O59,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.4,Initial,22
08/05/2021,29,S14,SYM,71,15,O71,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.095,Initial,22
08/05/2021,29,S14,SYM,72,16,O73,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.077,Initial,22
08/05/2021,29,S14,SYM,65,17,O35,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.315,Initial,22
08/05/2021,30,S15,SYM,66,1,O40,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.186,Initial,22
08/05/2021,30,S15,SYM,67,2,O45,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.2,Initial,22
08/05/2021,30,S15,SYM,69,4,O55,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.244,Initial,22
08/05/2021,30,S15,SYM,70,5,O60,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.198,Initial,22
08/05/2021,30,S15,SYM,71,6,O72,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.164,Initial,22
08/05/2021,30,S15,SYM,72,7,O74,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.13,Initial,22
08/05/2021,30,S15,SYM,65,8,O36,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.104,Initial,22
08/05/2021,30,S15,SYM,66,9,O41,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.155,Initial,22
08/05/2021,30,S15,SYM,67,10,O46,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.138,Initial,22
08/05/2021,30,S15,SYM,68,11,O51,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.165,Initial,22
08/05/2021,30,S15,SYM,69,12,O56,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.229,Initial,22
08/05/2021,30,S15,SYM,70,13,O62,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.157,Initial,22
08/05/2021,31,S16,SYM,65,3,O37,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.11,Initial,22
08/05/2021,31,S16,SYM,66,4,O42,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.1,Initial,22
08/05/2021,31,S16,SYM,67,5,O47,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.062,Initial,22
08/05/2021,31,S16,SYM,68,6,O52,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.254,Initial,22
08/05/2021,31,S16,SYM,69,7,O57,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.349,Initial,22
08/05/2021,31,S16,SYM,70,8,O63,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.374,Initial,22
08/05/2021,31,S16,SYM,71,1,O65,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.228,Initial,22
08/05/2021,31,S16,SYM,71,9,O67,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.26,Initial,22
08/06/2021,31,S17,SYM,81,1,Y4940,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.12,Initial,22
08/06/2021,31,S17,SYM,82,2,Y7679,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.131,Initial,22
08/06/2021,31,S17,SYM,83,3,Y7071,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.23,Initial,22
08/06/2021,31,S17,SYM,84,4,Y9597,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.192,Initial,22
08/06/2021,31,S17,SYM,85,5,Y6688,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.254,Initial,22
08/06/2021,31,S17,SYM,86,6,B616,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.308,Initial,22
08/06/2021,31,S17,SYM,87,7,B266,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.35,Initial,22
08/06/2021,31,S17,SYM,88,8,B9940,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.669,Initial,22
08/06/2021,31,S17,SYM,81,9,Y4738,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.264,Initial,22
08/06/2021,31,S17,SYM,82,10,Y5281,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.204,Initial,22
08/06/2021,31,S17,SYM,83,11,Y7409,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.272,Initial,22
08/06/2021,32,S18,SYM,84,1,Y8794,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.081,Initial,22
08/06/2021,32,S18,SYM,85,2,Y6806,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.271,Initial,22
08/06/2021,32,S18,SYM,86,3,B189,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.291,Initial,22
08/06/2021,32,S18,SYM,87,4,B233,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.387,Initial,22
08/06/2021,32,S18,SYM,88,5,B2759,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.391,Initial,22
08/06/2021,32,S18,SYM,81,6,Y5755,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.139,Initial,22
08/06/2021,32,S18,SYM,82,7,Y6359,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.202,Initial,22
08/06/2021,32,S18,SYM,83,8,Y6908,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.258,Initial,22
08/06/2021,32,S18,SYM,84,9,Y9885,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.104,Initial,22
08/06/2021,32,S18,SYM,85,10,Y9278,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.271,Initial,22
08/06/2021,33,S19,SYM,86,1,B1938,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.252,Initial,22
08/06/2021,33,S19,SYM,87,2,B919,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.309,Initial,22
08/06/2021,33,S19,SYM,88,3,B6232,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.217,Initial,22
08/06/2021,33,S19,SYM,81,4,Y6599,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.215,Initial,22
08/06/2021,33,S19,SYM,82,5,Y6172,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.28,Initial,22
08/06/2021,33,S19,SYM,83,6,Y6758,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.309,Initial,22
08/06/2021,33,S19,SYM,84,7,Y8483,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.418,Initial,22
08/06/2021,33,S19,SYM,85,8,Y615,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.26,Initial,22
08/06/2021,33,S19,SYM,87,10,B820,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.396,Initial,22
08/06/2021,33,S19,SYM,88,11,B5431,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.17,Initial,22
08/06/2021,33,S19,SYM,81,12,Y4156,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.157,Initial,22
08/06/2021,33,S19,SYM,82,13,Y8975,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.354,Initial,22
08/06/2021,33,S19,SYM,83,14,Y7364,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.533,Initial,22
08/06/2021,33,S19,SYM,84,15,Y8291,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.302,Initial,22
08/06/2021,34,S20,SYM,85,1,Y9398,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.106,Initial,22
08/06/2021,34,S20,SYM,86,2,B3941,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.167,Initial,22
08/06/2021,34,S20,SYM,87,3,B1315,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.33,Initial,22
08/06/2021,34,S20,SYM,88,4,B5628,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.16,Initial,22
08/31/2021,51,S30,SYM,67,3,O44,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.136,Initial,22
08/31/2021,51,S30,SYM,68,4,O50,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.168,Initial,22
08/31/2021,51,S30,SYM,72,7,O75,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.223,Initial,22
08/31/2021,51,S30,SYM,86,5,B4037,Tray,control,Tray,AMBIENT,NOPLASTIC,LIGHT,FED,0.283,Initial,22
08/02/2021,5,A1,APO,9,8,G60,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.149,Final,22
08/02/2021,6,A2,APO,9,4,G62,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,NA,Final,7
08/02/2021,6,A2,APO,9,12,G63,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.104,Final,22
08/03/2021,7,A3,APO,9,6,G64,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.161,Final,22
08/02/2021,4,M1,APO,9,8,G59,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.051,Final,22
08/09/2021,42,S21,SYM,1,1,G4,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.147,Final,22
08/09/2021,44,S23,SYM,1,2,G24,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.137,Final,22
08/09/2021,47,S26,SYM,1,1,G25,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.348,Final,22
08/09/2021,48,S27,SYM,1,6,G26,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.184,Final,22
08/09/2021,50,S29,SYM,1,1,G27,A1,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.190,Final,22
08/03/2021,11,A4,APO,25,1,B63,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.150,Final,22
08/03/2021,11,A4,APO,25,9,B64,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.175,Final,22
08/03/2021,12,A5,APO,25,5,B65,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.267,Final,22
08/04/2021,12,A5,APO,25,13,B67,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.160,Final,22
08/04/2021,13,A6,APO,25,2,B70,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.110,Final,22
08/03/2021,8,S4,SYM,17,1,B13,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.033,Final,22
08/03/2021,9,S5,SYM,17,2,B20,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.101,Final,22
08/03/2021,10,S6,SYM,17,3,B21,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.038,Final,8
08/03/2021,8,S4,SYM,17,8,B14,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.089,Final,22
08/03/2021,8,S4,SYM,17,17,B15,A2,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.236,Final,22
08/04/2021,19,A10,APO,41,7,W60,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.329,Final,22
08/04/2021,20,A11,APO,41,5,W62,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.285,Final,22
08/04/2021,20,A11,APO,41,13,W63,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.131,Final,15
08/04/2021,18,A9,APO,41,1,W58,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.150,Final,22
08/04/2021,18,A9,APO,41,9,W59,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.203,Final,22
08/31/2021,51,S30,SYM,33,11,W15,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.106,Final,22
08/04/2021,16,S7,SYM,33,9,W17,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.062,Final,8
08/04/2021,16,S7,SYM,33,17,W20,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.156,Final,22
08/04/2021,16,S7,SYM,33,25,W21,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.174,Final,22
08/04/2021,16,S7,SYM,33,33,W22,A3,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.264,Final,22
08/05/2021,26,A12,APO,57,1,Y55,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.098,Final,8
08/05/2021,26,A12,APO,57,17,Y57,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.177,Final,8
08/05/2021,27,A13,APO,57,7,Y58,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.183,Final,22
08/05/2021,27,A13,APO,57,14,Y59,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.148,Final,22
08/31/2021,52,A25,APO,57,2,Y56,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.269,Final,22
08/04/2021,22,S10,SYM,49,1,Y13,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.148,Final,8
08/04/2021,23,S11,SYM,49,2,Y14,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.131,Final,8
08/04/2021,23,S11,SYM,49,10,Y15,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.129,Final,22
08/04/2021,24,S12,SYM,49,6,Y17,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.196,Final,22
08/04/2021,21,S9,SYM,49,1,Y12,A4,PDS,Orange,ELEVATED,PLASTIC,DARK,STARVED,0.186,Final,8
08/02/2021,5,A1,APO,10,1,G65,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.232,Final,22
08/02/2021,5,A1,APO,10,9,G67,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.258,Final,22
08/02/2021,6,A2,APO,10,5,G70,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.216,Final,22
08/03/2021,6,A2,APO,10,13,G71,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.165,Final,22
08/03/2021,7,A3,APO,10,7,G73,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.112,Final,22
08/09/2021,42,S21,SYM,2,2,G28,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.272,Final,22
08/09/2021,45,S24,SYM,2,1,G29,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.185,Final,22
08/09/2021,47,S26,SYM,2,2,G30,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.284,Final,22
08/09/2021,50,S29,SYM,2,2,G32,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.099,Final,22
08/09/2021,48,S27,SYM,2,7,G31,B1,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.229,Final,22
08/03/2021,8,S4,SYM,18,2,B28,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.147,Final,22
08/03/2021,11,A4,APO,26,2,B71,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.190,Final,8
08/03/2021,11,A4,APO,26,10,B72,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.088,Final,8
08/03/2021,12,A5,APO,26,6,B73,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.406,Final,22
08/04/2021,12,A5,APO,26,14,B74,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.127,Final,22
08/04/2021,13,A6,APO,26,3,B75,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.111,Final,22
08/03/2021,9,S5,SYM,18,3,B30,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.098,Final,22
08/03/2021,10,S6,SYM,18,4,B31,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.107,Final,22
08/03/2021,8,S4,SYM,18,9,B29,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,NA,Final,8
08/03/2021,8,S4,SYM,18,18,B27,B2,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.169,Final,22
08/04/2021,19,A10,APO,42,8,W67,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.158,Final,22
08/04/2021,20,A11,APO,42,6,W70,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.192,Final,8
08/04/2021,20,A11,APO,42,14,W71,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.154,Final,22
08/04/2021,18,A9,APO,42,2,W64,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.161,Final,22
08/04/2021,18,A9,APO,42,10,W65,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.204,Final,22
08/04/2021,16,S7,SYM,34,2,W23,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.120,Final,22
08/04/2021,16,S7,SYM,34,10,W24,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.242,Final,22
08/04/2021,16,S7,SYM,34,18,W25,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.173,Final,22
08/04/2021,16,S7,SYM,34,26,W26,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.215,Final,15
08/04/2021,16,S7,SYM,34,34,W27,B3,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.229,Final,22
08/05/2021,26,A12,APO,58,2,Y60,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.133,Final,22
08/05/2021,26,A12,APO,58,10,Y62,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.305,Final,8
08/05/2021,26,A12,APO,58,18,Y63,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.270,Final,8
08/05/2021,27,A13,APO,58,8,Y64,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.131,Final,22
08/05/2021,27,A13,APO,58,15,Y65,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.115,Final,22
08/04/2021,22,S10,SYM,50,2,Y21,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.108,Final,15
08/04/2021,23,S11,SYM,50,3,Y22,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.149,Final,22
08/04/2021,23,S11,SYM,50,11,Y23,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.151,Final,22
08/04/2021,24,S12,SYM,50,7,Y24,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,0.096,Final,22
08/04/2021,21,S9,SYM,50,2,Y20,B4,PLS,Orange,ELEVATED,PLASTIC,LIGHT,STARVED,NA,Final,8
08/02/2021,5,A1,APO,11,2,G74,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,NA,Final,8
08/02/2021,5,A1,APO,11,10,G75,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.201,Final,22
08/02/2021,6,A2,APO,11,6,G76,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.074,Final,22
08/03/2021,6,A2,APO,11,14,G77,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.207,Final,22
08/03/2021,7,A3,APO,11,8,G78,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.136,Final,22
08/09/2021,42,S21,SYM,3,3,G33,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.420,Final,22
08/09/2021,45,S24,SYM,3,2,G34,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.214,Final,8
08/09/2021,47,S26,SYM,3,3,G35,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.152,Final,22
08/09/2021,49,S28,SYM,3,1,G37,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.201,Final,22
08/09/2021,50,S29,SYM,3,3,G38,C1,NDS,Yellow,ELEVATED,NOPLASTIC,DARK,STARVED,0.165,Final,22
